
==> Dump Arguments:
pruning method: energy
visible gpus: 7
sensitivity analysis: OFF
overall pruning ratio: 0.2
stage: 2

0
0

==> Setting params:
batch_size : 600
test_batch_size : 600
epochs : 500
lr_epochs : 500
lr : 0.0001
momentum : 0.9
weight_decay : 0.0001
no_cuda : False
seed : 1
log_interval : 100
arch : HAR
pretrained : saved_models/energy/HAR/stage_1.pth.tar
evaluate : False
retrain : False
prune : energy
prune_shape : vector
prune_target : None
stage : 2
debug : -1
candidates_pruning_ratios : [0.0, 0.0, 0.0, 0.0]
gpus : [0]
visible_gpus : 7
learning_rate_list : [0.0001]
sa : True
sen_ana : False
overall_pruning_ratio : 0.2
cuda : False
====================

Download HAR dataset ...
Download HAR dataset ...
HAR_CNN(
  (conv1): Conv2d(9, 18, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv1): ReLU()
  (pool1): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv2): Conv2d(18, 36, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv2): ReLU()
  (pool2): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv3): Conv2d(36, 72, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv3): ReLU()
  (pool3): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (ip1): Linear(in_features=1152, out_features=6, bias=True)
)
==> Start pruning ...
[0.0005401202893587232, 0.0005540911145185848, 0.000725072806727329, 0.000309401279761819]
===> Starting Simulated Annealing...
[Iter 0] cur_temp: 100.00 | stop_temp: 20.00 | Loss: -inf | Best perf: -inf[Iter 1] cur_temp: 90.00 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -2.5219[Iter 2] cur_temp: 81.00 | stop_temp: 20.00 | Loss: -3.2469 | Best perf: -2.5219[Iter 3] cur_temp: 72.90 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -2.5219[Iter 4] cur_temp: 65.61 | stop_temp: 20.00 | Loss: -2.7001 | Best perf: -2.5219[Iter 5] cur_temp: 59.05 | stop_temp: 20.00 | Loss: -3.2469 | Best perf: -2.5219[Iter 6] cur_temp: 53.14 | stop_temp: 20.00 | Loss: -3.1221 | Best perf: -2.5219[Iter 7] cur_temp: 47.83 | stop_temp: 20.00 | Loss: -3.2469 | Best perf: -2.5219[Iter 8] cur_temp: 43.05 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -2.5219[Iter 9] cur_temp: 38.74 | stop_temp: 20.00 | Loss: -1.4318 | Best perf: -1.4318[Iter 10] cur_temp: 34.87 | stop_temp: 20.00 | Loss: -1.4318 | Best perf: -1.4318[Iter 11] cur_temp: 31.38 | stop_temp: 20.00 | Loss: -1.4318 | Best perf: -1.4318[Iter 12] cur_temp: 28.24 | stop_temp: 20.00 | Loss: -1.9824 | Best perf: -1.4318[Iter 13] cur_temp: 25.42 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -1.4318[Iter 14] cur_temp: 22.88 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -1.4318[Iter 15] cur_temp: 20.59 | stop_temp: 20.00 | Loss: -1.8513 | Best perf: -1.4318
------------------------------------------------------------------
- Intermittent-aware weight pruning info:
- Layer 0:          0 /        324 ( 0.0%) weights are pruned
- Layer 1:        756 /       1296 (58.3%) weights are pruned
- Layer 2:       3672 /       5184 (70.8%) weights are pruned
- Layer 3:       1184 /       6912 (17.1%) weights are pruned
- Total  :       5612 /      13716 (40.9%) weights are pruned
------------------------------------------------------------------

[Epoch: 1| Loss: 0.9643| Accuracy: 70.31| Best Accuracy: 70.31]
[Epoch: 234| Loss: 0.2648| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 235| Loss: 0.2649| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 236| Loss: 0.2650| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 237| Loss: 0.2651| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 238| Loss: 0.2652| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 239| Loss: 0.2653| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 240| Loss: 0.2654| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 241| Loss: 0.2654| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 242| Loss: 0.2655| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 243| Loss: 0.2656| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 244| Loss: 0.2657| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 245| Loss: 0.2658| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 246| Loss: 0.2659| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 247| Loss: 0.2660| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 248| Loss: 0.2661| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 249| Loss: 0.2662| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 250| Loss: 0.2663| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 251| Loss: 0.2663| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 252| Loss: 0.2664| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 253| Loss: 0.2665| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 254| Loss: 0.2666| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 255| Loss: 0.2667| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 256| Loss: 0.2668| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 257| Loss: 0.2669| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 258| Loss: 0.2670| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 259| Loss: 0.2671| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 260| Loss: 0.2672| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 261| Loss: 0.2673| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 262| Loss: 0.2674| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 263| Loss: 0.2675| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 264| Loss: 0.2676| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 265| Loss: 0.2676| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 266| Loss: 0.2677| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 267| Loss: 0.2678| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 268| Loss: 0.2679| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 269| Loss: 0.2680| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 270| Loss: 0.2681| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 271| Loss: 0.2682| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 272| Loss: 0.2683| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 273| Loss: 0.2684| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 274| Loss: 0.2685| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 275| Loss: 0.2686| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 276| Loss: 0.2687| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 277| Loss: 0.2688| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 278| Loss: 0.2689| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 279| Loss: 0.2690| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 280| Loss: 0.2691| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 281| Loss: 0.2692| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 282| Loss: 0.2693| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 283| Loss: 0.2694| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 284| Loss: 0.2695| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 285| Loss: 0.2696| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 286| Loss: 0.2697| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 287| Loss: 0.2699| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 288| Loss: 0.2700| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 289| Loss: 0.2700| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 290| Loss: 0.2701| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 291| Loss: 0.2702| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 292| Loss: 0.2703| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 293| Loss: 0.2704| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 294| Loss: 0.2705| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 295| Loss: 0.2706| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 296| Loss: 0.2708| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 297| Loss: 0.2709| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 298| Loss: 0.2710| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 299| Loss: 0.2711| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 300| Loss: 0.2712| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 301| Loss: 0.2713| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 302| Loss: 0.2714| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 303| Loss: 0.2714| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 304| Loss: 0.2715| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 305| Loss: 0.2716| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 306| Loss: 0.2717| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 307| Loss: 0.2718| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 308| Loss: 0.2719| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 309| Loss: 0.2720| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 310| Loss: 0.2721| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 311| Loss: 0.2722| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 312| Loss: 0.2723| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 313| Loss: 0.2724| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 314| Loss: 0.2725| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 315| Loss: 0.2726| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 316| Loss: 0.2727| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 317| Loss: 0.2728| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 318| Loss: 0.2729| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 319| Loss: 0.2730| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 320| Loss: 0.2731| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 321| Loss: 0.2732| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 322| Loss: 0.2733| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 323| Loss: 0.2734| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 324| Loss: 0.2735| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 325| Loss: 0.2736| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 326| Loss: 0.2737| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 327| Loss: 0.2737| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 328| Loss: 0.2738| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 329| Loss: 0.2739| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 330| Loss: 0.2740| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 331| Loss: 0.2741| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 332| Loss: 0.2742| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 333| Loss: 0.2743| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 334| Loss: 0.2744| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 335| Loss: 0.2745| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 336| Loss: 0.2746| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 337| Loss: 0.2747| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 338| Loss: 0.2748| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 339| Loss: 0.2749| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 340| Loss: 0.2750| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 341| Loss: 0.2751| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 342| Loss: 0.2752| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 343| Loss: 0.2753| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 344| Loss: 0.2754| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 345| Loss: 0.2755| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 346| Loss: 0.2755| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 347| Loss: 0.2756| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 348| Loss: 0.2757| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 349| Loss: 0.2758| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 350| Loss: 0.2759| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 351| Loss: 0.2760| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 352| Loss: 0.2761| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 353| Loss: 0.2762| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 354| Loss: 0.2763| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 355| Loss: 0.2764| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 356| Loss: 0.2765| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 357| Loss: 0.2766| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 358| Loss: 0.2767| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 359| Loss: 0.2768| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 360| Loss: 0.2769| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 361| Loss: 0.2770| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 362| Loss: 0.2771| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 363| Loss: 0.2772| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 364| Loss: 0.2773| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 365| Loss: 0.2774| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 366| Loss: 0.2775| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 367| Loss: 0.2776| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 368| Loss: 0.2777| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 369| Loss: 0.2778| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 370| Loss: 0.2779| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 371| Loss: 0.2780| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 372| Loss: 0.2781| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 373| Loss: 0.2783| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 374| Loss: 0.2784| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 375| Loss: 0.2785| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 376| Loss: 0.2786| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 377| Loss: 0.2787| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 378| Loss: 0.2788| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 379| Loss: 0.2789| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 380| Loss: 0.2790| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 381| Loss: 0.2791| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 382| Loss: 0.2792| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 383| Loss: 0.2793| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 384| Loss: 0.2795| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 385| Loss: 0.2796| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 386| Loss: 0.2797| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 387| Loss: 0.2798| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 388| Loss: 0.2799| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 389| Loss: 0.2800| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 390| Loss: 0.2801| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 391| Loss: 0.2802| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 392| Loss: 0.2803| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 393| Loss: 0.2804| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 394| Loss: 0.2805| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 395| Loss: 0.2806| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 396| Loss: 0.2808| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 397| Loss: 0.2809| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 398| Loss: 0.2810| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 399| Loss: 0.2811| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 400| Loss: 0.2812| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 401| Loss: 0.2813| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 402| Loss: 0.2814| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 403| Loss: 0.2815| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 404| Loss: 0.2816| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 405| Loss: 0.2817| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 406| Loss: 0.2818| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 407| Loss: 0.2819| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 408| Loss: 0.2820| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 409| Loss: 0.2821| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 410| Loss: 0.2823| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 411| Loss: 0.2824| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 412| Loss: 0.2825| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 413| Loss: 0.2826| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 414| Loss: 0.2827| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 415| Loss: 0.2828| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 416| Loss: 0.2829| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 417| Loss: 0.2830| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 418| Loss: 0.2831| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 419| Loss: 0.2832| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 420| Loss: 0.2833| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 421| Loss: 0.2834| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 422| Loss: 0.2835| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 423| Loss: 0.2836| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 424| Loss: 0.2837| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 425| Loss: 0.2838| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 426| Loss: 0.2840| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 427| Loss: 0.2841| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 428| Loss: 0.2842| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 429| Loss: 0.2843| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 430| Loss: 0.2844| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 431| Loss: 0.2845| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 432| Loss: 0.2846| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 433| Loss: 0.2847| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 434| Loss: 0.2848| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 435| Loss: 0.2849| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 436| Loss: 0.2850| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 437| Loss: 0.2851| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 438| Loss: 0.2852| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 439| Loss: 0.2853| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 440| Loss: 0.2854| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 441| Loss: 0.2855| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 442| Loss: 0.2856| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 443| Loss: 0.2857| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 444| Loss: 0.2858| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 445| Loss: 0.2860| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 446| Loss: 0.2861| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 447| Loss: 0.2862| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 448| Loss: 0.2863| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 449| Loss: 0.2864| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 450| Loss: 0.2865| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 451| Loss: 0.2866| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 452| Loss: 0.2868| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 453| Loss: 0.2869| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 454| Loss: 0.2870| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 455| Loss: 0.2871| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 456| Loss: 0.2872| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 457| Loss: 0.2873| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 458| Loss: 0.2874| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 459| Loss: 0.2876| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 460| Loss: 0.2877| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 461| Loss: 0.2878| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 462| Loss: 0.2879| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 463| Loss: 0.2880| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 464| Loss: 0.2881| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 465| Loss: 0.2882| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 466| Loss: 0.2883| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 467| Loss: 0.2885| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 468| Loss: 0.2886| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 469| Loss: 0.2887| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 470| Loss: 0.2888| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 471| Loss: 0.2889| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 472| Loss: 0.2890| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 473| Loss: 0.2891| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 474| Loss: 0.2892| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 475| Loss: 0.2893| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 476| Loss: 0.2894| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 477| Loss: 0.2895| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 478| Loss: 0.2896| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 479| Loss: 0.2897| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 480| Loss: 0.2898| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 481| Loss: 0.2899| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 482| Loss: 0.2901| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 483| Loss: 0.2902| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 484| Loss: 0.2903| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 485| Loss: 0.2904| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 486| Loss: 0.2905| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 487| Loss: 0.2906| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 488| Loss: 0.2907| Accuracy: 91.31| Best Accuracy: 91.45]
[Epoch: 489| Loss: 0.2908| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 490| Loss: 0.2909| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 491| Loss: 0.2910| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 492| Loss: 0.2911| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 493| Loss: 0.2912| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 494| Loss: 0.2913| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 495| Loss: 0.2914| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 496| Loss: 0.2915| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 497| Loss: 0.2916| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 498| Loss: 0.2917| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 499| Loss: 0.2918| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 500| Loss: 0.2919| Accuracy: 91.28| Best Accuracy: 91.45]
